"","CCG_CODE","CCG_ONS_CODE","CCG_NAME","STP_CODE","SUBREGION_ONS_CODE","REGION_ONS_CODE","APPOINTMENT_DATE","APPOINTMENT_STATUS","HCP_TYPE","APPOINTMENT_MODE","TIME_BETWEEN_BOOK_AND_APPT","COUNT_OF_APPOINTMENTS"
"6937","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Face-to-Face","2 to 7 Days",669
"6938","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Face-to-Face","More than 28 Days",82
"6939","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Face-to-Face","Same Day",595
"6940","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Home Visit","1 Day",1
"6941","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Home Visit","Same Day",4
"6942","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Telephone","1 Day",6
"6943","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Face-to-Face","15  to 21 Days",174
"6944","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Unknown","Home Visit","1 Day",9
"6945","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Unknown","Telephone","Same Day",10
"6946","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Unknown","Telephone","2 to 7 Days",1
"6947","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Unknown","Telephone","1 Day",5
"6948","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Unknown","Home Visit","Same Day",20
"6949","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Unknown","Home Visit","22  to 28 Days",1
"6950","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Unknown","Home Visit","2 to 7 Days",4
"6951","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Unknown","Home Visit","15  to 21 Days",1
"6952","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Unknown","Face-to-Face","Same Day",4
"6953","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Unknown","Face-to-Face","2 to 7 Days",1
"6954","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Other Practice staff","Telephone","Same Day",1
"6955","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Other Practice staff","Home Visit","Same Day",5
"6956","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Other Practice staff","Home Visit","2 to 7 Days",2
"6957","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Other Practice staff","Face-to-Face","Same Day",7
"6958","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Other Practice staff","Face-to-Face","More than 28 Days",5
"6959","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Other Practice staff","Face-to-Face","8  to 14 Days",5
"6960","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Other Practice staff","Face-to-Face","22  to 28 Days",2
"6961","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Other Practice staff","Face-to-Face","2 to 7 Days",19
"6962","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Other Practice staff","Face-to-Face","15  to 21 Days",5
"6963","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","Other Practice staff","Face-to-Face","1 Day",3
"6964","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Telephone","Same Day",14
"6965","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Unknown","Telephone","Same Day",1
"6966","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Unknown","Home Visit","Same Day",11
"6967","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Unknown","Home Visit","8  to 14 Days",2
"6968","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Unknown","Home Visit","2 to 7 Days",4
"6969","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Unknown","Face-to-Face","Same Day",5
"6970","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Unknown","Face-to-Face","8  to 14 Days",1
"6971","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Unknown","Face-to-Face","1 Day",1
"6972","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Other Practice staff","Telephone","15  to 21 Days",1
"6973","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Other Practice staff","Telephone","1 Day",1
"6974","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Other Practice staff","Home Visit","Same Day",1
"6975","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Other Practice staff","Home Visit","2 to 7 Days",1
"6976","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Other Practice staff","Home Visit","1 Day",1
"6977","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Other Practice staff","Face-to-Face","Same Day",6
"6978","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Other Practice staff","Face-to-Face","More than 28 Days",5
"6979","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Other Practice staff","Face-to-Face","8  to 14 Days",3
"6980","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Other Practice staff","Face-to-Face","22  to 28 Days",5
"6981","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Other Practice staff","Face-to-Face","2 to 7 Days",31
"6982","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Other Practice staff","Face-to-Face","1 Day",6
"6983","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","GP","Telephone","Same Day",19
"6984","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","GP","Telephone","8  to 14 Days",1
"6985","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","GP","Telephone","2 to 7 Days",10
"6986","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","GP","Telephone","15  to 21 Days",1
"6987","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","GP","Telephone","1 Day",3
"6988","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","GP","Home Visit","2 to 7 Days",1
"6989","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","GP","Face-to-Face","Same Day",13
"6990","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","GP","Face-to-Face","More than 28 Days",13
"6991","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","GP","Face-to-Face","22  to 28 Days",13
"6992","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","GP","Face-to-Face","2 to 7 Days",1
"6993","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","GP","Face-to-Face","15  to 21 Days",11
"6994","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","GP","Face-to-Face","1 Day",4
"6995","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","Other Practice staff","Telephone","1 Day",1
"6996","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","Other Practice staff","Home Visit","2 to 7 Days",1
"6997","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","Other Practice staff","Face-to-Face","Same Day",26
"6998","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","Other Practice staff","Face-to-Face","8  to 14 Days",51
"6999","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","Other Practice staff","Face-to-Face","22  to 28 Days",14
"7000","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","Other Practice staff","Face-to-Face","2 to 7 Days",54
"7001","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","Other Practice staff","Face-to-Face","1 Day",15
"7002","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","GP","Telephone","Same Day",10
"7003","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","GP","Telephone","1 Day",2
"7004","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","GP","Face-to-Face","Same Day",57
"7005","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","GP","Face-to-Face","More than 28 Days",4
"7006","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","GP","Face-to-Face","8  to 14 Days",34
"7007","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","GP","Face-to-Face","22  to 28 Days",10
"7008","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","Other Practice staff","Face-to-Face","15  to 21 Days",29
"7009","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","Other Practice staff","Face-to-Face","More than 28 Days",24
"7010","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","GP","Face-to-Face","2 to 7 Days",58
"7011","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","GP","Face-to-Face","15  to 21 Days",21
"7012","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","GP","Face-to-Face","1 Day",23
"7013","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Unknown","Telephone","Same Day",78
"7014","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","DNA","Unknown","Telephone","1 Day",1
"7015","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Unknown","Telephone","2 to 7 Days",2
"7016","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Unknown","Telephone","1 Day",12
"7017","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Unknown","Home Visit","Same Day",19
"7018","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Unknown","Home Visit","2 to 7 Days",2
"7019","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Unknown","Home Visit","15  to 21 Days",2
"7020","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Unknown","Home Visit","1 Day",5
"7021","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Unknown","Face-to-Face","Same Day",33
"7022","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Unknown","Face-to-Face","1 Day",1
"7023","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","GP","Home Visit","Same Day",8
"7024","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Telephone","Same Day",27
"7025","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Telephone","2 to 7 Days",6
"7026","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Telephone","1 Day",11
"7027","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Home Visit","Same Day",3
"7028","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","GP","Telephone","22  to 28 Days",1
"7029","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Other Practice staff","Face-to-Face","15  to 21 Days",4
"7030","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Home Visit","8  to 14 Days",1
"7031","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Home Visit","2 to 7 Days",2
"7032","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Home Visit","1 Day",4
"7033","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Face-to-Face","Unknown / Data Issue",14
"7034","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Face-to-Face","Same Day",540
"7035","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Face-to-Face","More than 28 Days",101
"7036","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Face-to-Face","8  to 14 Days",390
"7037","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Face-to-Face","22  to 28 Days",101
"7038","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Other Practice staff","Home Visit","8  to 14 Days",3
"7039","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Face-to-Face","2 to 7 Days",658
"7040","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Face-to-Face","15  to 21 Days",156
"7041","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","Other Practice staff","Face-to-Face","1 Day",221
"7042","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","GP","Telephone","Same Day",329
"7043","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Unknown","Other Practice staff","Telephone","2 to 7 Days",1
"7044","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","GP","Telephone","More than 28 Days",1
"7045","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","GP","Telephone","8  to 14 Days",17
"7046","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","GP","Telephone","22  to 28 Days",4
"7047","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","21-Mar-18","Attended","GP","Telephone","2 to 7 Days",82
